address.streetAddress,address.city,address.state,address.zipcode,zpid,propertyTypeDimension,yearBuilt,county,livingArea,rentZestimate,monthlyHoaFee,price,url,datePosted,resoFacts.daysOnZillow,attributionInfo.trueStatus,imgSrc,bedrooms,bathrooms,longitude,latitude,description,rentAverage
2505 Wilma Edwards Rd,Ellabell,GA,31308,338909668,Single Family,2022,Bryan,1245,1999,,689900,/homedetails/2505-Wilma-Edwards-Rd-Ellabell-GA-31308/338909668_zpid/,9/11/2025,223,Active,https://photos.zillowstatic.com/fp/68faa19818226518e2cec6beb3a458f4-p_d.jpg,2,2,-81.53167,32.18457,"Welcome to your dream home, nestled in 6.655 beautiful peaceful acres.  Convenient open concept of the living area with a warm welcoming fireplace, plus the kitchen, featuring dinning area, breakfast bar, cabinets, stainless steel appliances.  Creating a warm welcoming home.  Split plan, guest bedroom has a private bathroom, primary bedroom has a double sink vanity, and a large walk-in shower and closet. Two car garage.  Added bonus is the mother-in-law or man cave.  Beautiful relaxing interior, featuring a large living and dining area, plus a kitchen and bath.  THIS IS A MUST SEE PROPERTY!",1250
60 McCrady Drive,Richmond Hill,GA,31324,247173664,Single Family,2017,Bryan,2505,2660,63,429900,/homedetails/60-McCrady-Dr-Richmond-Hill-GA-31324/247173664_zpid/,4/16/2026,6,,https://photos.zillowstatic.com/fp/e1df0f075e66904f7d7942c9e0bd3545-p_d.jpg,3,3,-81.24897,31.876783,"Welcome to your next home located in the desirable Richmond Hill community of Buckhead East. This spacious home offers 3 bedrooms, 2 full bathrooms, and a convenient powder room on the main level, thoughtfully designed for both everyday living and entertaining with NO carpet to be found. Upstairs, you’ll find all bedrooms along with a versatile loft space—perfect for a second living area, playroom, or home office. The heart of the home is the bright and airy kitchen, featuring an open layout that flows seamlessly into the breakfast area and living room, creating an inviting space for gathering with family and friends. Downstairs also includes a formal dining room or flex space, giving you the flexibility to tailor the home to your lifestyle. Step outside and unwind on the covered, screened-in back patio—ideal for enjoying quiet mornings or hosting guests year-round without worrying about the elements.
This home offers the perfect blend of space, comfort, and location. Don’t miss your opportunity to make it yours!",2100
4540 Garden Hills Loop,Richmond Hill,GA,31324,127032958,Single Family,2013,Bryan,3325,,63,520000,/homedetails/4540-Garden-Hills-Loop-Richmond-Hill-GA-31324/127032958_zpid/,3/20/2026,33,,https://photos.zillowstatic.com/fp/98dedc845a9588bd6e19ae4e630a51b2-p_d.jpg,5,4,-81.25439,31.875751,"Your home search might just be over after this one!

Located in the highly sought-after Buckhead East community in Richmond Hill, this 3,325 sq ft home truly has a little bit of everything. As soon as you walk in, you’re welcomed by beautiful wood-look floors that lead you right into the main living space. Off to the left, there’s a formal dining room that flows straight into the kitchen, featuring granite countertops, stainless steel appliances, and a layout that opens up to both the breakfast area and the living room—perfect for everyday living and entertaining. The primary suite is on the main floor and offers plenty of space along with a walk-in closet, double vanities, a soaking tub, and a separate glass shower. Upstairs, you’ll find four additional bedrooms, two full bathrooms, a laundry room, and a large loft area that would work great as a home office, playroom, or second living space. Out back, there’s a fully fenced yard with plenty of room to relax, entertain, or grill out.
And to top it off, you’re within walking distance to all the amenities.",2900
705 Ferguson Lane,Richmond Hill,GA,31324,247173628,Townhouse,2017,Bryan,1560,,75,274800,/homedetails/705-Ferguson-Ln-Richmond-Hill-GA-31324/247173628_zpid/,2/27/2026,54,,https://photos.zillowstatic.com/fp/43859a7d5630286145167be9a5cfe2cf-p_d.jpg,3,3,-81.28869,31.872282,"Nestled in Creek Valley neighborhood in the heart of Richmond Hill, this well kept 3 bedroom, 2.5 bath townhome offers the perfect blend of comfort, style, and low maintenance living. Fresh interior paint & the warm-toned vinyl floors welcome you into the main living areas, creating a bright, inviting space for everyday routines and weekend gatherings. The kitchen features granite countertops, stainless steel appliances, and plenty of storage, making meal prep easy and enjoyable.
All three bedrooms, along with the laundry room, are conveniently located on the upper level. The primary suite provides a peaceful retreat, while the additional bedrooms are well suited for families, guests, or a dedicated home office. A one car garage with kitchen level entry adds everyday convenience.
Bryan County School District.  Positioned minutes from shopping, schools, dining, parks and community services.  This home is centrally located and keeps your commute manageable, roughly 30 minutes to downtown Historic Savannah, Gulfstream, the Hyundai Metaplant, the Georgia Ports Authority, Pooler, and close to both Fort Stewart and Hunter Army Airfield. With modern comfort, smart design, and a prime location, this townhome is Move-In ready for your next chapter.",2100
11 Wedge Cir,Richmond Hill,GA,31324,2072976663,Single Family,2021,Bryan,1891,2570,,399999,/homedetails/11-Wedge-Cir-Richmond-Hill-GA-31324/2072976663_zpid/,4/1/2026,21,Active,https://photos.zillowstatic.com/fp/0b5741ed3a2bf4012d7c5131094029a3-p_d.jpg,4,2,-81.29716,31.909983,"Welcome to this beautifully maintained 4-bedroom, 2-bath ranch-style home located on a desirable corner lot in the sought-after community of The Links at Ways Station in Bryan County! Built in 2021, this home offers 1,891 square feet of thoughtfully designed living space with an open-concept layout perfect for both everyday living and entertaining.    Step inside to find 9+ ft ceilings, a welcoming foyer entrance, and recessed lighting that creates a bright and inviting atmosphere throughout. The gourmet kitchen is the heart of the home, featuring a large island, breakfast bar, pantry, and modern appliances-perfect for hosting and family gatherings.    The spacious primary suite on the main level provides a private retreat with double vanities, a garden tub, and a separate shower. Three additional bedrooms offer flexibility for guests, a home office, or a growing household.    This home has been well maintained by a military family, showing pride of ownership throughout. Enjoy peace of mind with a NEW roof installed in 2024, along with energy-efficient features including double-pane windows, extra insulation, and a programmable thermostat.    Step outside to your beautifully kept yard featuring a sprinkler system-perfect for maintaining lush landscaping year-round. Relax and enjoy serene golf course and lagoon views in a community that offers sidewalks, streetlights, and convenient access to nearby shopping.    Additional highlights include a 2-car attached garage, dedicated laundry room, and easy access to I-95 and Hwy 144 for commuting. Military relocation creates a great opportunity for the next homeowner-don't miss out! Schedule your showing today!",2650
123 Timberland Circle,Richmond Hill,GA,31324,243422126,Single Family,2016,Bryan,3528,4245,50,639000,/homedetails/123-Timberland-Cir-Richmond-Hill-GA-31324/243422126_zpid/,4/18/2026,4,,https://photos.zillowstatic.com/fp/8867a38cc1fbe1dd9f8758f9f14acea1-p_d.jpg,5,4,-81.23994,31.84671,"Coming soon! Stunning 5-bedroom, 3.5-bathroom home with over 3500 sq. ft. of living space with inground pool! Spacious open floor plan! Great room with fireplace, separate formal living room, formal dining room, and beautiful foyer entrance. Chef's dream kitchen with expansive island, stainless steel appliances, double ovens, separate cooktop, larger breakfast area, and granite counters. Luxurious owners suite on the first floor with sitting area. Owners bathroom offers a separate shower and large soaking tub. Upstairs, you'll find a large bonus room, and all additional bedrooms. Perfect for entertaining or relaxing with family and friends! Don't miss out on the opportunity to make it yours! Professional photography coming soon!",2900
"Primrose - Drive Under Plan, Heartwood",Richmond Hill,GA,31324,459660001,Single Family,2026,Bryan,2798,3140,,712990,/community/heartwood/459660001_zpid/,2/28/2026,52,,https://photos.zillowstatic.com/fp/d66219515e127f2c17669fa62ac56057-p_d.jpg,3,3,-81.3279,31.856367,"Step into the Primrose two-story home, featuring a spacious first floor with a large outdoor patio, great room, and kitchen with plenty of storage. A flex space, dining room, and foyer complete the main level. Upstairs, the owner's suite, two bedrooms, a loft, laundry, and bath offer the perfect balance.",2100
"Northridge Plan, Heartwood",Richmond Hill,GA,31324,457636344,Single Family,2026,Bryan,2969,3281,,488990,/community/heartwood/457636344_zpid/,2/26/2026,54,,https://photos.zillowstatic.com/fp/1c0e8e7b9b7d8b0abfbe80382ea2c119-p_d.jpg,4,3,-81.3279,31.856367,"Welcome to the Northridge two-story home, featuring a spacious first floor with a kitchen, gathering area, cafe, and outdoor patio dining. Upstairs, enjoy a loft, laundry, and a large owner's suite with a walk-in closet and attached bath. Three more bedrooms with walk-in closets complete this perfect layout",2650
182 Glendale Circle,Richmond Hill,GA,31324,450469125,Single Family,2025,Bryan,2389,,63,471265,/homedetails/182-Glendale-Cir-Richmond-Hill-GA-31324/450469125_zpid/,4/30/2025,357,,https://photos.zillowstatic.com/fp/afa18b9ac074c4c00f77d35da482bb95-p_d.jpg,3,4,-81.26843,31.871817,"Landmark 24 Homes (Builder) is proud to offer our Pinehurst II plan in Forest Lakes located in Pooler. This 3BR, 3.5 BA home of approx. 2,389 sq ft of has an open concept, spacious design with TWO primary suites on the main floor! The kitchen w/quartz counters, stainless frig, range oven, and 42"" tall white cabinets is finished with a beautiful island & pendant lights. Open-concept layout. The true primary suite includes a tray ceiling w/ crown molding & ceiling fan/light. Primary bath has a 5' shower-only & double vanities in quartz top. Quartz countertops in full bathrooms. Framed mirrors in all bathrooms. Gorgeous click plank flooring in main living areas, baths, and laundry. BRs are carpeted. Home has a level 3 ADT security system (monitoring not included). The exterior is fully sodded w/ landscape beds & irrigation. Pictures, features, and selections shown are for illustration purposes and may vary for the actual home built. All Builder incentives applied. This home is complete.",2100
903 Olive Branch Road,Ellabell,GA,31308,91023789,Single Family,2001,Bryan,2894,3120,,599000,/homedetails/903-Olive-Branch-Rd-Ellabell-GA-31308/91023789_zpid/,4/10/2026,12,,https://photos.zillowstatic.com/fp/0af17f5479e976fab508e11953be091b-p_d.jpg,4,4,-81.48911,32.182785,"** Reduced for Quick Sale ** Motivated Seller ** Nestled on 11.2 private acres, this stunning property at 903 Olive Branch Rd in Ellabell offers the perfect blend of space, comfort, and serene country living. Featuring full brick exterior, roof only 3 years old, foyer entrance, wood look tile in all common areas, 4 bedrooms, 4 full bathrooms, and 2,894 square feet, this home is thoughtfully designed for both everyday living and entertaining. The main level boasts a spacious primary suite along with two additional bedrooms connected by a Jack and Jill bathroom, creating an ideal layout for families or guests. Upstairs, you’ll find a large bonus room with its own full bathroom, perfect for a guest or teen suite, media room, or private retreat. Enjoy the convenience of two laundry rooms (set up for 3 sets of washers and dryers), adding functionality and ease to your daily routine. Step outside and take in the beauty of a private pond and expansive acreage, ideal for relaxing, outdoor activities, or simply enjoying the peaceful surroundings. You need room for your horses? Bring them home! Park your RV, your boat, your side-by-sides, grow a garden, toss the football, add the batting cage, etc. With ample space inside and out, this property offers endless possibilities while still being within a convenient distance to nearby amenities and just minutes to the Hyundai Mega Plant.",2250
